TeamId;ES L1 LW;ES L1 C;ES L1 RW;ES L1 LD;ES L1 RD;ES L2 LW;ES L2 C;ES L2 RW;ES L2 LD;ES L2 RD;ES L3 LW;ES L3 C;ES L3 RW;ES L3 LD;ES L3 RD;ES L4 LW;ES L4 C;ES L4 RW;ES L4 LD;ES L4 RD;PP5on4 L1 LW;PP5on4 L1 C;PP5on4 L1 RW;PP5on4 L1 LD;PP5on4 L1 RD;PP5on4 L2 LW;PP5on4 L2 C;PP5on4 L2 RW;PP5on4 L2 LD;PP5on4 L2 RD;PP5on3 L1 LW;PP5on3 L1 C;PP5on3 L1 RW;PP5on3 L1 LD;PP5on3 L1 RD;PP5on3 L2 LW;PP5on3 L2 C;PP5on3 L2 RW;PP5on3 L2 LD;PP5on3 L2 RD;PP4on3 L1 F1;PP4on3 L1 F2;PP4on3 L1 LD;PP4on3 L1 RD;PP4on3 L2 F1;PP4on3 L2 F2;PP4on3 L2 LD;PP4on3 L2 RD;PK4on5 L1 F1;PK4on5 L1 F2;PK4on5 L1 LD;PK4on5 L1 RD;PK4on5 L2 F1;PK4on5 L2 F2;PK4on5 L2 LD;PK4on5 L2 LD;PK4on5 L3 F1;PK4on5 L3 F2;PK4on5 L3 LD;PK4on5 L3 LD;PK3on5 L1 F1;PK3on5 L1 LD;PK3on5 L1 RD;PK3on5 L2 F1;PK3on5 L2 LD;PK3on5 L2 LD;PK3on4 L1 F1;PK3on4 L1 LD;PK3on4 L1 RD;PK3on4 L2 F1;PK3on4 L2 LD;PK3on4 L2 LD;4on4 L1 F1;4on4 L1 F2;4on4 L1 LD;4on4 L1 RD;4on4 L2 F1;4on4 L2 F2;4on4 L2 LD;4on4 L2 LD;3on3 L1 F1;3on3 L1 LD;3on3 L1 RD;3on3 L2 F1;3on3 L2 LD;3on3 L2 LD;Shootout 1;Shootout 2;Shootout 3;Shootout 4;Shootout 5;Goalie 1;Goalie 2;Extra Attacker 1;Extra Attacker 2;
16;23778;18206;165214;77165;3382;75265;31432;169476;173047;78467;148519;85659;20760;74671;77076;165382;846;163659;;;31432;18206;169476;165214;3382;75265;85659;20760;173047;78467;85659;18206;169476;165214;3382;75265;31432;20760;173047;78467;18206;169476;165214;3382;31432;23778;75265;78467;85659;165214;77165;78467;20760;75265;74671;77076;169476;148519;173047;3382;165214;77165;78467;85659;74671;77076;165214;77165;78467;85659;74671;77076;18206;165214;78467;3382;85659;20760;74671;;18206;165214;3382;85659;20760;78467;18206;31432;23778;3382;20760;53842;166646;18206;165214;;;;
17;84973;143334;59184;85031;992;148060;183694;146396;58812;43826;75405;143348;169920;91201;84977;91751;79251;70240;;;143334;183694;84973;85031;146396;143348;59184;148060;84977;992;143334;183694;84973;85031;146396;143348;59184;148060;84977;992;143348;183694;148060;58812;70240;59184;91751;85031;143334;70240;58812;992;59184;79251;91201;84977;75405;169920;85031;43826;59184;91201;84977;70240;992;43826;59184;91201;84977;70240;992;43826;183694;59184;91201;58812;84973;70240;85031;84977;183694;59184;84977;84973;70240;58812;143334;183694;148060;146396;992;146862;144705;59184;146396;;;;
18;57589;85447;175;164471;78577;57224;173556;78619;78470;78466;177176;79025;85119;174049;164558;85761;95065;6128;;;177176;173556;78619;164471;57224;85119;85447;175;78470;78466;177176;173556;78619;164471;57224;85119;85447;175;78470;78466;78619;57224;95065;78466;85119;173556;57589;78577;79025;57589;78470;78577;85447;175;174049;78466;173556;177176;164471;164558;;174049;164558;85447;78470;78466;;174049;164558;85447;78470;78466;57224;78619;78470;78466;;57589;164471;78577;78619;57224;78577;;57589;78466;57224;;173556;85447;78619;55802;167642;57224;57589;;;;
19;58832;18330;77070;49712;59607;288;79106;78579;91648;78585;85864;79250;86280;86165;85130;85189;168653;171718;;;58832;288;78579;86280;59607;85864;18330;77070;78585;49712;58832;288;78579;86280;59607;85864;18330;77070;78585;91648;58832;78579;288;59607;77070;86280;18330;91648;18330;77070;91648;59607;171718;79250;49712;78585;168653;85189;86165;85130;77070;91648;59607;18330;49712;78585;77070;91648;59607;18330;49712;78585;18330;77070;91648;59607;58832;78579;49712;78585;18330;77070;59607;58832;78579;78585;59607;58832;171718;288;78579;14305;163565;77070;18330;;;;
20;15297;58002;23067;28823;84970;14303;18207;143375;85970;20146;27809;59185;146398;74858;77101;78680;91667;;91651;;15297;59185;23067;58002;84970;27809;18207;143375;14303;28823;15297;59185;23067;58002;20146;27809;18207;143375;14303;28823;23067;14303;59185;20146;146398;15297;18207;84970;78680;58002;74858;77101;146398;27809;85970;20146;143375;91667;91651;84970;58002;28823;84970;91667;85970;77101;58002;28823;84970;91667;85970;77101;14303;27809;28823;84970;23067;58002;85970;20146;14303;27809;84970;23067;58002;28823;58002;14303;;27809;15297;14866;34745;58002;27809;;;;
21;32965;34754;91384;43726;183398;47098;47102;38304;47107;19110;57175;146358;84965;146113;79105;29554;70249;152506;;;32965;34754;91384;43726;47098;47102;146358;84965;38304;183398;32965;146358;91384;43726;47098;47102;34754;84965;38304;183398;47098;38304;146358;43726;34754;91384;84965;19110;57175;70249;146113;47107;152506;32965;43726;79105;84965;34754;183398;19110;57175;146113;47107;70249;43726;79105;57175;146113;47107;70249;43726;79105;38304;34754;43726;19110;146358;84965;146113;47107;38304;34754;43726;146358;84965;19110;47098;32965;34754;84965;146358;86192;143156;34754;32965;;;;
22;12641;3646;18318;74739;6814;57592;64730;36652;86297;78568;59171;75117;78487;90385;79265;86796;14146;47100;;;12641;3646;14146;36652;78568;64730;75117;18318;74739;6814;12641;3646;14146;36652;78568;64730;75117;18318;74739;6814;64730;18318;36652;78568;3646;12641;74739;57592;75117;59171;86297;6814;3646;78487;74739;79265;47100;86796;90385;78568;75117;86297;6814;3646;74739;79265;75117;86297;6814;3646;74739;79265;3646;57592;18318;78568;75117;12641;74739;6814;3646;57592;78568;75117;12641;74739;57592;12641;3646;18318;36652;987;848;75117;78487;;;;
23;58247;74667;490;141696;75848;74741;84957;74721;16899;3355;47103;74676;44539;86059;85121;57151;64696;64290;;;57151;74676;490;86059;75848;58247;74667;74721;74741;141696;57151;74676;490;86059;141696;58247;74667;74721;74741;75848;490;57151;74676;86059;58247;74667;74741;75848;58247;74667;141696;3355;74721;84957;16899;75848;74741;47103;86059;85121;58247;141696;3355;74667;16899;75848;58247;141696;3355;74667;16899;75848;58247;74667;141696;75848;47103;74741;16899;3355;58247;74667;75848;47103;74741;141696;47103;74721;74741;490;64696;2059;65762;58247;74667;;;;
24;85225;6508;14807;84963;38265;91186;61262;78570;74731;176042;59176;20265;147344;168391;169728;67718;16697;74668;;;91186;6508;14807;59176;38265;85225;61262;74668;20265;84963;91186;6508;14807;59176;38265;85225;61262;74668;20265;84963;91186;6508;14807;38265;61262;59176;20265;84963;78570;85225;168391;176042;147344;67718;74731;169728;6508;91186;84963;38265;85225;168391;176042;78570;74731;169728;85225;168391;176042;78570;74731;169728;91186;85225;84963;38265;14807;6508;74731;176042;6508;85225;38265;14807;91186;84963;14807;38265;85225;91186;20265;57338;20693;85225;14807;;;;
25;37049;167046;2949;78185;169907;38274;3183;13153;91382;29596;152645;86137;143407;146874;77072;86477;79114;79253;;;38274;167046;2949;37049;169907;152645;3183;13153;78185;29596;38274;167046;2949;37049;169907;152645;3183;13153;78185;29596;167046;2949;38274;169907;3183;13153;37049;29596;86137;152645;146874;77072;167046;86477;91382;78185;79253;143407;169907;29596;86137;146874;77072;152645;91382;78185;86137;146874;77072;152645;91382;78185;167046;2949;78185;169907;3183;38274;91382;29596;167046;2949;169907;3183;38274;29596;167046;37049;143407;152645;2949;174718;148958;167046;86137;;;;
26;91187;85250;37742;85213;85838;29677;84986;170875;166556;4292;58248;57891;176113;86023;79268;170956;20361;91649;;;58248;84986;37742;20361;85838;29677;85250;176113;4292;86023;58248;84986;37742;20361;85838;29677;85250;176113;4292;86023;20361;84986;58248;85838;37742;29677;85250;4292;85250;176113;85213;79268;37742;170875;166556;85838;91649;57891;86023;4292;85250;85213;79268;170875;166556;85838;85250;85213;79268;176113;166556;85838;85250;37742;85213;85838;57891;84986;166556;4292;85250;37742;85838;57891;84986;85213;57891;29677;20361;37742;170956;179154;163423;85250;57891;;;;
27;31467;20818;170537;33157;79252;87153;82;78803;84964;79273;173390;13921;34741;57572;148584;166755;47111;13208;;;31467;20818;170537;33157;78803;87153;82;173390;84964;47111;31467;20818;170537;33157;78803;87153;82;173390;84964;47111;31467;20818;170537;33157;87153;82;78803;84964;34741;13921;57572;148584;173390;47111;33157;79273;;;;;13921;57572;148584;47111;33157;79273;13921;57572;148584;47111;33157;79273;31467;20818;33157;170537;87153;82;78803;79252;20818;170537;33157;82;31467;79252;82;170537;20818;173390;13921;166381;175660;20818;170537;;;;
28;91192;85779;75136;163065;59169;174580;31567;178447;86053;18240;77970;178624;91732;78755;85795;36114;140433;47167;;;91192;31567;47167;178624;78755;77970;85779;178447;140433;18240;91192;31567;47167;178624;78755;77970;85779;178447;140433;18240;31567;47167;178624;78755;;85779;77970;;36114;77970;78755;18240;174580;91732;86053;;75136;91192;85795;59169;77970;78755;;36114;86053;;77970;78755;;36114;86053;;;77970;78755;;31567;47167;86053;59169;;77970;78755;31567;47167;;;75136;140433;47167;31567;152835;8424;77970;85779;;;;
29;146908;91662;14435;56012;178992;78571;514;74845;91650;85430;18337;77091;91191;62282;178926;86275;91645;143483;;;78571;91662;91191;18337;62282;146908;77091;14435;143483;56012;78571;91662;91191;18337;62282;146908;77091;14435;143483;56012;91662;78571;18337;62282;91191;77091;143483;56012;14435;514;56012;178992;146908;86275;91650;85430;74845;91645;62282;178926;14435;56012;178992;514;91650;85430;14435;56012;178992;514;91650;85430;146908;14435;56012;178992;74845;78571;91650;85430;146908;14435;56012;74845;78571;178992;14435;77091;514;91662;18337;37818;152710;14435;146908;;;;
30;34723;36145;18911;19020;86340;31472;37584;84975;74665;26545;175445;85385;164293;163713;170061;164160;175763;168955;;;84975;37584;18911;85385;26545;36145;175763;168955;86340;19020;84975;37584;18911;85385;26545;36145;175763;168955;86340;19020;18911;37584;84975;26545;175763;85385;168955;86340;36145;34723;19020;86340;164160;31472;74665;170061;164293;175445;163713;26545;34723;19020;86340;36145;74665;170061;34723;19020;86340;36145;74665;170061;37584;36145;19020;86340;84975;18911;74665;26545;37584;36145;86340;84975;18911;19020;36145;18911;37584;86340;84975;36674;176995;36145;18911;;;;
31;77073;89779;13164;58824;91652;31076;937;74661;79111;425;91180;91661;85788;168056;95408;179571;170904;179118;;;31076;91661;13164;91180;91652;77073;937;85788;170904;58824;31076;91661;13164;91180;91652;77073;937;85788;170904;58824;13164;31076;91180;91652;937;91661;85788;58824;89779;74661;58824;425;937;77073;79111;95408;85788;170904;168056;91652;89779;58824;425;74661;79111;95408;89779;58824;425;74661;79111;95408;31076;77073;58824;91652;89779;13164;79111;425;31076;77073;58824;89779;13164;79111;85788;13164;77073;937;31076;20432;86360;77073;31076;;;;
32;57588;47116;74743;32962;91653;15810;59177;151611;19182;55614;12609;91383;14249;143013;167847;165291;171796;74736;;;57588;47116;151611;15810;91653;12609;74743;14249;59177;32962;57588;47116;151611;15810;91653;12609;74743;14249;59177;32962;57588;47116;15810;91653;151611;12609;14249;32962;59177;74743;143013;167847;165291;74736;32962;91653;171796;91383;19182;55614;59177;143013;167847;74743;32962;91653;59177;143013;167847;74743;32962;91653;47116;57588;19182;91653;59177;74743;32962;55614;47116;57588;91653;59177;74743;19182;74743;47116;12609;15810;91383;58830;19391;59177;57588;;;;
33;38305;20694;564;59218;79119;12640;84974;289;75274;177813;17910;85136;58822;84998;79282;85522;85988;81180;;;12640;20694;564;59218;177813;38305;85136;84974;75274;58822;12640;20694;564;59218;177813;38305;85136;84974;75274;58822;20694;564;12640;75274;38305;84974;17910;59218;85136;17910;177813;79119;20694;58822;84998;75274;289;38305;59218;79282;38305;59218;79119;17910;84998;177813;38305;59218;79119;17910;84998;177813;38305;17910;59218;79119;85136;564;84998;177813;17910;38305;59218;85136;564;79119;20694;58822;12640;289;84974;149452;1669;564;20694;;;;
34;36822;43725;33115;86349;79104;37023;147114;24230;147434;147859;64699;89382;78575;23788;85845;78809;85746;77085;;;147114;43725;24230;86349;37023;64699;89382;36822;79104;147859;147114;43725;24230;86349;37023;64699;89382;36822;79104;147859;24230;43725;86349;37023;36822;147114;79104;147859;64699;78575;23788;79104;147114;24230;147434;85845;43725;77085;;;64699;23788;79104;78575;147434;85845;64699;23788;79104;78575;147434;85845;43725;36822;86349;79104;37023;33115;147434;147859;43725;36822;86349;37023;33115;79104;;;33115;37023;36822;676;78806;43725;37023;;;;
35;91644;165314;3177;62300;77083;77079;164269;84956;85827;84959;79028;57886;3133;163242;142952;42154;81682;143289;;;91644;165314;3177;164269;85827;81682;57886;3133;143289;163242;91644;165314;3177;164269;85827;81682;57886;3133;143289;163242;3177;91644;165314;85827;81682;164269;3133;163242;77079;57886;62300;142952;84956;79028;85827;77083;143289;42154;163242;84959;57886;62300;142952;77079;85827;77083;57886;62300;142952;77079;85827;77083;3177;91644;62300;77083;77079;165314;85827;84959;3177;91644;62300;77079;165314;77083;164269;3177;91644;81682;165314;141998;143473;91644;165314;;;;
36;164179;85854;143040;57173;142547;173745;91696;152513;85047;-1;148680;78599;59071;174849;168635;164000;161625;169191;;;164179;91696;59071;57173;85047;148680;78599;169191;161625;174849;164179;91696;59071;57173;85047;148680;78599;169191;161625;174849;59071;164179;91696;57173;169191;78599;148680;85047;152513;143040;57173;142547;85854;173745;85047;-1;164179;59071;174849;168635;143040;57173;142547;152513;85047;-1;143040;57173;142547;152513;85047;-1;152513;143040;57173;142547;85854;164179;85047;-1;152513;143040;57173;85854;164179;85047;143040;164179;152513;148680;91696;74734;173699;143040;164179;;;;
37;85729;6920;91395;175719;75280;167985;143456;85371;91393;91205;53330;86421;170637;91656;85715;176805;178714;163699;;;85729;143456;85371;178714;75280;86421;6920;163699;91205;175719;85729;143456;85371;178714;75280;86421;6920;163699;91205;175719;178714;143456;91205;75280;85371;85729;85715;175719;176805;91395;175719;75280;167985;170637;91393;91205;85729;85371;91656;85715;176805;175719;75280;91395;91393;91205;176805;175719;75280;91395;91393;91205;85729;91395;175719;75280;167985;85371;91393;91205;85729;91395;175719;167985;85371;75280;143456;85729;167985;91395;85715;141850;60773;85371;85729;;;;
38;86537;85640;141885;85504;78465;87021;86518;86506;170860;37449;161621;166563;85724;149472;91608;87087;44328;31903;;;87021;85640;86506;85504;37449;161621;166563;85724;44328;149472;87021;85640;86506;85504;37449;161621;166563;85724;44328;149472;166563;85640;37449;85504;86506;87021;85724;149472;86518;87087;170860;78465;85640;86537;85504;91608;141885;166563;149472;37449;86518;170860;78465;87087;85504;91608;86518;170860;78465;87087;85504;91608;86537;85640;85504;78465;166563;141885;170860;37449;86537;85640;78465;166563;141885;85504;86506;44328;141885;161621;85504;85428;162945;85640;87021;;;;
39;149232;170305;85865;174570;163687;165119;84567;173967;166463;177046;173323;182048;175918;178522;179368;57468;91353;176123;;;149232;170305;173967;84567;163687;57468;182048;176123;177046;174570;149232;170305;173967;84567;163687;57468;182048;176123;177046;174570;84567;170305;149232;163687;173967;182048;91353;177046;173323;165119;174570;179368;175918;85865;166463;163687;170305;84567;178522;177046;165119;174570;179368;173323;166463;163687;165119;174570;179368;173323;166463;163687;84567;170305;174570;163687;182048;149232;166463;177046;84567;170305;163687;182048;149232;177046;170305;165119;149232;85865;84567;85636;178413;170305;182048;;;;
40;142543;165403;171844;85148;88471;175621;170392;165377;86009;28830;141910;91701;165507;170344;20181;170399;9390;86374;;;141910;165403;171844;86009;88471;170399;170392;165377;85148;20181;141910;165403;171844;86009;88471;170399;170392;165377;85148;20181;165377;171844;88471;86009;165403;141910;20181;85148;175621;171844;170344;28830;141910;165377;85148;88471;86374;165403;86009;20181;171844;170344;28830;175621;85148;88471;171844;170344;28830;175621;85148;88471;142543;171844;85148;88471;165377;175621;86009;28830;142543;171844;88471;165377;175621;85148;91701;141910;171844;86009;88471;168651;142492;175621;171844;;;;
41;85435;86121;86983;165555;65067;170420;44385;176132;176983;86406;87101;69860;86663;44360;163895;171935;163163;58048;;;85435;69860;86121;44360;65067;170420;44385;176132;171935;165555;85435;69860;86121;44360;165555;170420;44385;86983;171935;65067;69860;85435;170420;44360;171935;44385;163163;65067;87101;86663;163895;65067;86983;176132;165555;86406;170420;58048;176983;44360;86663;163895;65067;87101;165555;86406;86663;163895;65067;87101;165555;86406;170420;85435;165555;65067;44385;87101;176983;86406;85435;170420;65067;86983;87101;165555;86121;163163;87101;58048;44385;171838;170977;170420;85435;;;;
42;85254;170874;93;85445;86291;166473;165204;91596;86273;165668;86797;87080;44349;35328;171602;168279;141349;163391;;;87080;170874;93;44349;86273;86797;141349;91596;166473;85445;87080;170874;93;44349;86273;86797;141349;91596;166473;85445;170874;93;87080;86273;86797;44349;141349;85445;166473;85254;85445;165668;91596;168279;35328;171602;170874;93;86273;86291;85254;85445;165668;166473;35328;171602;85254;85445;165668;166473;35328;171602;166473;85254;85445;86291;170874;93;86273;165668;166473;85254;85445;170874;93;86273;93;166473;87080;44349;170874;141496;501;85254;166473;;;;
43;162844;173909;14261;175689;181237;141700;86909;1926;166654;19567;164498;175734;173646;177196;91419;168152;173253;163665;;;162844;86909;14261;175734;19567;164498;173909;1926;173646;91419;162844;86909;14261;175734;19567;164498;173909;1926;91419;177196;86909;14261;162844;19567;164498;175734;1926;91419;141700;163665;175689;181237;173909;168152;166654;19567;173253;162844;177196;91419;163665;175689;181237;141700;166654;19567;163665;175689;181237;141700;166654;19567;141700;162844;166654;181237;168152;164498;175689;19567;141700;162844;181237;168152;164498;19567;168152;162844;173646;1926;164498;90164;59239;162844;168152;;;;
44;143125;75066;3340;85480;74724;79115;85523;170241;64689;85306;74892;85209;148641;37082;78819;57206;86762;163108;;;143125;85209;3340;163108;85306;79115;85523;170241;85480;78819;143125;85209;3340;163108;85306;79115;85523;170241;78819;85480;85209;3340;163108;85306;85523;143125;78819;85480;57206;75066;37082;74724;85523;143125;64689;85306;74892;79115;85480;78819;75066;37082;74724;57206;64689;85306;75066;37082;74724;57206;64689;85306;143125;75066;85480;74724;85523;3340;64689;85306;143125;75066;74724;85523;3340;85306;85523;163108;79115;3340;170241;64811;168586;75066;85523;;;;
45;170426;85499;85731;85565;86022;171588;85046;86955;44346;179025;163968;37055;87043;164960;170852;171524;171599;163774;;;171588;171599;86955;85565;44346;170426;163968;85731;163774;170852;171588;171599;86955;85565;44346;170426;163968;85731;163774;170852;163968;171599;86955;85565;171588;163774;170852;44346;37055;171524;44346;179025;85499;85046;85565;86022;85731;86955;164960;170852;37055;44346;179025;171524;170852;86022;37055;44346;179025;171524;85565;86022;85046;85499;85565;86022;171599;37055;44346;179025;85046;85499;85565;171599;37055;86022;87043;85499;163774;170426;171599;141484;176136;87043;86955;;;;
46;166333;174304;170911;91735;91579;174265;164299;85610;164673;59805;86961;142972;168060;86776;79281;57678;141730;169083;;;174265;174304;85610;164299;91579;166333;141730;170911;91735;59805;174265;174304;85610;164299;91579;166333;141730;170911;91735;164673;174304;85610;164299;91579;141730;174265;59805;91735;86961;142972;164673;91579;170911;166333;86776;59805;169083;168060;91735;79281;142972;164673;91579;86961;86776;59805;142972;164673;91579;86961;86776;79281;174304;170911;91735;91579;166333;85610;164673;59805;174304;170911;91579;85610;166333;91735;170911;164299;168060;166333;57678;68938;171608;174265;174304;;;;
47;2960;26024;64802;91664;163226;91762;75044;7388;20423;13338;165074;143569;84949;165038;91736;8183;83955;91754;;;7388;83955;64802;163226;165038;165074;143569;91754;26024;13338;7388;83955;64802;163226;165038;165074;143569;91754;26024;13338;7388;64802;143569;163226;165074;83955;26024;165038;84949;91762;20423;13338;75044;26024;91664;91736;91754;2960;165038;163226;84949;20423;13338;91762;91664;91736;84949;20423;13338;91762;91664;91736;64802;26024;91664;163226;84949;7388;20423;13338;26024;64802;13338;75044;7388;163226;8183;91762;7388;64802;2960;87798;38276;26024;84949;;;;
